yahoo_symbol,Scheme Name,AMC,Plan,Option
0P0001TSZD.BO,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001TSZE.BO,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001UBAU.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001UBAR.BO,Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001UBAS.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001UBAT.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001UWIU.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001UWIV.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001UWIW.BO,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001MGYN.BO,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001MGYO.BO,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,Unknown
0P0001MGYQ.BO,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001MGYR.BO,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0000XVX3.BO,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Growth
0P00005X2U.BO,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P0000XVX2.BO,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
0P00005V5E.BO,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0001TGUI.BO,Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001TGUJ.BO,Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001TGUL.BO,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001TGUK.BO,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Unknown
0P0001LX8U.BO,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
0P0001LX8X.BO,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0001LX8T.BO,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001LX8W.BO,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001ODA2.BO,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001ODA1.BO,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001ODA4.BO,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001ODA3.BO,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001O9GT.BO,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001O9GS.BO,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001O9GV.BO,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001O9GU.BO,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001NA2M.BO,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001NA2N.BO,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001NA2O.BO,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001NA2P.BO,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001QKTZ.BO,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001QKU0.BO,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001QKU1.BO,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001QKU2.BO,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001LX90.BO,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001LX8Z.BO,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001LX93.BO,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0001LX92.BO,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Unknown,Growth
0P0001V7HV.BO,ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH,Unknown,Unknown,Unknown
0P0001V7HU.BO,ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH,Unknown,Unknown,Unknown
0P0001UOFS.BO,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION,Unknown,Direct,Growth
0P0001UOFR.BO,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,Unknown,Regular,Growth
0P0001Y56H.BO,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH,Unknown,Direct,Growth
0P0001Y56I.BO,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH,Unknown,Regular,Growth
0P0001YPXQ.BO,Axis BSE India Sectors Leaders Index Fund- Direct Plan- Growth Option,Axis Mutual Fund,Direct,Growth
0P0001YPXR.BO,Axis BSE India Sectors Leaders Index Fund- Regular Plan- Growth Option,Axis Mutual Fund,Regular,Growth
0P0001SD18.BO,Axis BSE Sensex Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001SD19.BO,Axis BSE Sensex Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001SD1B.BO,Axis BSE Sensex Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001SD1C.BO,Axis BSE Sensex Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001QARJ.BO,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001QARK.BO,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001QARM.BO,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001QARN.BO,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001QG6N.BO,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW,Axis Mutual Fund,Direct,IDCW
0P0001QG6M.BO,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH,Axis Mutual Fund,Direct,Unknown
0P0001QG6P.BO,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH,Axis Mutual Fund,Regular,Unknown
0P0001QG6Q.BO,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW,Axis Mutual Fund,Regular,Unknown
0P0001OEJH.BO,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001OEJI.BO,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001OEJK.BO,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001OEJL.BO,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001U23B.BO,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001U23C.BO,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Direct,IDCW
0P0001U23E.BO,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001U23F.BO,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Regular,IDCW
0P0001TPDC.BO,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001TPDD.BO,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Direct,IDCW
0P0001TPDF.BO,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001TPDG.BO,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Regular,IDCW
0P0001UBDO.BO,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option,Axis Mutual Fund,Direct,Growth
0P0001UBDP.BO,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option,Axis Mutual Fund,Direct,IDCW
0P0001UBDR.BO,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,Axis Mutual Fund,Regular,Growth
0P0001UBDS.BO,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option,Axis Mutual Fund,Regular,IDCW
0P0001XM97.BO,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth option,Axis Mutual Fund,Direct,Growth
0P0001XM98.BO,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - IDCW option,Axis Mutual Fund,Direct,IDCW
0P0001XM9A.BO,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth option,Axis Mutual Fund,Regular,Growth
0P0001XM9B.BO,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - IDCW option,Axis Mutual Fund,Regular,IDCW
0P0001IHHI.BO,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001IHHJ.BO,Axis Nifty 100 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001IHHL.BO,Axis Nifty 100 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001IHHM.BO,Axis Nifty 100 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001NS9G.BO,Axis Nifty 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001NS9H.BO,Axis Nifty 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001NS9J.BO,Axis Nifty 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001NS9K.BO,Axis Nifty 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001T8VF.BO,Axis Nifty 500 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001T8VG.BO,Axis Nifty 500 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001SV4G.BO,Axis Nifty Bank Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001SV4H.BO,Axis Nifty Bank Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Direct,IDCW
0P0001SV4J.BO,Axis Nifty Bank Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001SV4K.BO,Axis Nifty Bank Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Regular,IDCW
,Axis Nifty India Defence Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
,Axis Nifty India Defence Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001R2H5.BO,Axis Nifty IT Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001R2H6.BO,Axis Nifty IT Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001R2H8.BO,Axis Nifty IT Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001R2H9.BO,Axis Nifty IT Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001ON4O.BO,Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001ON4M.BO,Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Direct,IDCW
0P0001ON4R.BO,Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001ON4P.BO,Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Regular,IDCW
0P0001O8CQ.BO,Axis Nifty Next 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001O8CR.BO,Axis Nifty Next 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001O8CT.BO,Axis Nifty Next 50 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001O8CU.BO,Axis Nifty Next 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001PZ33.BO,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P0001PZ34.BO,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001PZ37.BO,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW,Axis Mutual Fund,Regular,IDCW
0P0001PZ36.BO,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P0001OI4I.BO,Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001OI4H.BO,Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Direct,IDCW
0P0001OI4F.BO,Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001OI4E.BO,Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Regular,IDCW
0P0001UKDL.BO,Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001UKDM.BO,Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001XBHJ.BO,Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001XBHK.BO,Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001TTHK.BO,Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0001TTHL.BO,Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0001V50M.BO,Bajaj Finserv Nifty 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Direct,Growth
0P0001V50N.BO,Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW,Bajaj Finserv Mutual Fund,Direct,IDCW
0P0001V50P.BO,Bajaj Finserv Nifty 50 Index Fund - Regular - Growth,Bajaj Finserv Mutual Fund,Regular,Growth
0P0001V50Q.BO,Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW,Bajaj Finserv Mutual Fund,Regular,IDCW
0P0001V3UD.BO,Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Direct,Growth
0P0001V3UE.BO,Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW,Bajaj Finserv Mutual Fund,Direct,IDCW
0P0001V3UG.BO,Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth,Bajaj Finserv Mutual Fund,Regular,Growth
0P0001V3UH.BO,Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW,Bajaj Finserv Mutual Fund,Regular,IDCW
0P0001TIVQ.BO,Bandhan BSE Healthcare Index Fund Direct Plan - Growth,Bandhan Mutual Fund,Direct,Growth
0P0001TIVR.BO,Bandhan BSE Healthcare Index Fund Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0001XFZW.BO,Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Growth
0P0001XFZX.BO,Bandhan BSE India Sector Leaders Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0001Q10K.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001Q10L.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001Q10O.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001Q10P.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001Q0AV.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001Q0AW.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001Q0AZ.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001Q0B0.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001Q111.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001Q112.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001Q115.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001Q116.BO,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001PVBX.BO,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001PVBY.BO,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001PVC1.BO,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001PVC2.BO,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001LVS5.BO,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth,Bandhan Mutual Fund,Direct,Unknown
0P0001LVS6.BO,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW,Bandhan Mutual Fund,Direct,Unknown
0P0001LVS9.BO,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth,Bandhan Mutual Fund,Regular,Unknown
0P0001LVSA.BO,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW,Bandhan Mutual Fund,Regular,Unknown
0P0001QFAA.BO,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001QFAB.BO,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001QFAE.BO,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001QFAF.BO,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001LVSE.BO,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth,Bandhan Mutual Fund,Direct,Unknown
0P0001LVSF.BO,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW,Bandhan Mutual Fund,Direct,Unknown
0P0001LVSI.BO,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth,Bandhan Mutual Fund,Regular,Unknown
0P0001LVSJ.BO,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW,Bandhan Mutual Fund,Regular,Unknown
0P0001US04.BO,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth,Bandhan Mutual Fund,Unknown,Unknown
0P0001US05.BO,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Unknown,Unknown
0P0001US07.BO,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth,Bandhan Mutual Fund,Unknown,Unknown
0P0001US08.BO,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW,Bandhan Mutual Fund,Unknown,Unknown
0P0001UU2W.BO,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Growth
0P0001UU2X.BO,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0001ODLY.BO,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Direct,Growth
0P0001ODLZ.BO,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001ODM2.BO,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH,Bandhan Mutual Fund,Regular,Growth
0P0001ODM3.BO,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001U4QZ.BO,Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Growth
0P0001U4R0.BO,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0000NOLZ.BO,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P0000NOM0.BO,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0000XV14.BO,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Bandhan Mutual Fund,Unknown,Unknown
0P0000XV15.BO,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Unknown,Unknown
